1162,N-TT,UNDERGRADUATE,Capstone Project and Professional Practice,AL,k.metaj
1162,LC,UNDERGRADUATE,English Language Level 3 ,EN,k.ramadani
1162,LC,UNDERGRADUATE,English Language Level 4 ,EN,k.ramadani
1162,LC,UNDERGRADUATE,English for specific purposes II  CST  BI ,EN,k.ramadani
1162,N-CST,UNDERGRADUATE,Programming,AL,l.abazi
1162,LC,UNDERGRADUATE,Albanian Language and Writing Culture ,AL,l.adili
1162,LC,UNDERGRADUATE,Albanian Language for Beginners II,AL,l.adili
1162,LC,UNDERGRADUATE,English Language Level 2 ,EN,l.bajrami
1162,LC,UNDERGRADUATE,English for specific purposes I   LAW  PA  COMM ,EN,l.bajrami
1162,ELC,UNDERGRADUATE,Advanced Excel,EN,l.ivanovska
1162,LC,UNDERGRADUATE,Interpersonal Communication,MK,l.siljanovska
1162,N-TT,MASTER,Professional Communication,MK,l.siljanovska
1162,N-TT,MASTER,International Communication,AL,l.siljanovska
1162,N-TT,UNDERGRADUATE,Interpersonal Communication,AL,l.siljanovska
1162,N-TT,UNDERGRADUATE,Business and Professional Communication,AL,l.siljanovska
1162,N-BA,UNDERGRADUATE,Software Engineering: Theory and Application II,EN,m.apostolova
1162,N-CST,MASTER,Strategic Information Technology Management,EN,m.apostolova
1162,N-CST,UNDERGRADUATE,Programming,MK,m.apostolova
1162,N-CST,UNDERGRADUATE,Programming 1,EN,m.apostolova
1162,N-CST,MASTER,Assistive Technologies for Students with Special N,AL,m.ferati
1162,N-CST,UNDERGRADUATE,Programming,AL,m.fetaji
1162,N-CST,UNDERGRADUATE,Programming 1,EN,m.fetaji
1162,N-CST,MASTER,Software for Educational Purposes,AL,m.fetaji
1162,N-CST,UNDERGRADUATE,Programming Mobile Devices,AL,m.fetaji
1162,N-PA,MASTER,Master Thesis,AL,m.hachek
1162,N-CST,MASTER,Selected Advanced Topics in IT Applications for Pr,AL,m.hamiti
1162,N-CST,UNDERGRADUATE,Logic Design and Simulation,MK,m.hamiti
1162,N-CST,UNDERGRADUATE,Logic Design and Simulation,AL,m.hamiti
1162,N-PA,UNDERGRADUATE,Administrative Procedure,AL,m.hani
1162,N-PA,UNDERGRADUATE,Administrative Procedure,MK,m.hani
1162,N-TT,MASTER,Rethoric,AL,m.ibrahimi
1162,N-TT,MASTER,Etno-linguistics,AL,m.ibrahimi
1162,N-TT,MASTER,Experimental Phonetics ,AL,m.ibrahimi
1162,N-TT,PHD,Sociolinguistics and Language Education,AL,m.ibrahimi
1162,LC,UNDERGRADUATE,Academic English,EN,m.marjanovic
1162,LC,UNDERGRADUATE,English for specific purposes II  BA ,EN,m.marjanovic
1162,LC,UNDERGRADUATE,English for specific purposes  I  BA ,EN,m.marjanovic
1162,N-TT,UNDERGRADUATE,English Language Skills 2,EN,m.marjanovic
1162,N-TT,UNDERGRADUATE,English Skills 4,EN,m.marjanovic
1162,N-TT,UNDERGRADUATE,Teaching from the Multicultural Perspective,EN,m.marjanovic
1162,N-PA,UNDERGRADUATE,Public Leadership and Organizational Development,AL,m.memeti
1162,N-PA,UNDERGRADUATE,Comparative Public Administration,AL,m.memeti
1162,N-TT,MASTER,Needs Analysis and Course Design,EN,m.muhic
1162,N-TT,UNDERGRADUATE,American Culture,EN,m.muhic
1162,N-TT,UNDERGRADUATE,Post-Colonial Theory and Criticism,EN,m.muhic
1162,N-PA,MASTER,European Union: Institutions  Politics and Law,AL,m.sabriu
1162,N-PA,MASTER,Master Thesis,AL,m.sabriu
1162,N-BA,UNDERGRADUATE,Business Mathematics,AL,m.sadiku
1162,N-BA,UNDERGRADUATE,Business Mathematics,MK,m.sadiku
1162,LC,UNDERGRADUATE,Albanian Language and Writing Culture ,AL,m.shehabi
1162,LC,UNDERGRADUATE,Albanian Language for Beginners II,AL,m.shehabi
1162,N-BA,MASTER,Financial Markets and Institutions,MK,m.shukarov
1162,N-BA,UNDERGRADUATE,Microeconomics,MK,m.shukarov
1162,N-BA,UNDERGRADUATE,Financial Markets and Institutions,MK,m.shukarov
1162,N-PA,MASTER,Master Thesis,AL,m.zulfiu
1162,N-PA,UNDERGRADUATE,Strategic Management,AL,m.zulfiu
1162,N-PA,UNDERGRADUATE,Social and Labor Economics,AL,m.zulfiu
1162,N-PA,UNDERGRADUATE,Theories of Organizational Behaviour,MK,m.zulfiu
1162,LC,UNDERGRADUATE,English Language Level 2 ,EN,merita.ismaili
1162,LC,UNDERGRADUATE,English for specific purposes I   LAW  PA  COMM ,EN,merita.ismaili
1162,LC,UNDERGRADUATE,English Language Level 3 ,EN,n.radosavleviq
1162,LC,UNDERGRADUATE,Academic English,EN,n.radosavleviq
1162,LC,UNDERGRADUATE,English for specific purposes I   LAW  PA  COMM ,EN,n.radosavleviq
1162,N-BA,MASTER,International Finances ,AL,n.selimi
1162,N-BA,UNDERGRADUATE,International Finance,AL,n.selimi
1162,N-BA,UNDERGRADUATE,International Business,AL,n.selimi
1162,N-BA,MASTER,Marketing Management,AL,n.veseli
1162,N-BA,MASTER,Promotion,AL,n.veseli
1162,N-BA,UNDERGRADUATE,Marketing Management,MK,n.veseli
1162,N-BA,UNDERGRADUATE,Product Design and Management,AL,n.veseli
1162,N-BA,UNDERGRADUATE,Product Design and Management,MK,n.veseli
1162,N-CST,UNDERGRADUATE,Real Time Systems,AL,n.zeqiri
1162,N-TT,MASTER,History of German Culture and Civilisation,AL,p.rau
1162,N-TT,UNDERGRADUATE,Civilization of the German-speaking Area ,AL,p.rau
1162,ELC,UNDERGRADUATE,Advanced IT Skills,AL,r.abdullai
1162,LC,UNDERGRADUATE,English for specific purposes  I  BA ,EN,r.emini
1162,N-TT,UNDERGRADUATE,Best Practices in Teaching English,EN,r.emini
1162,LC,UNDERGRADUATE,Professional Care?r Development  ,AL,r.ilazi
1162,N-BA,UNDERGRADUATE,Financial Markets and Institutions,AL,r.ilazi
1162,N-BA,UNDERGRADUATE,Public Finance,AL,r.ilazi
1162,N-BA,UNDERGRADUATE,Career Development,AL,r.ilazi
1162,LC,UNDERGRADUATE,English Language Level 3 ,EN,r.osmani
1162,LC,UNDERGRADUATE,English for specific purposes II  BA ,EN,r.osmani
1162,N-BA,UNDERGRADUATE,Principles of Accounting,AL,r.zuferi
1162,N-BA,UNDERGRADUATE,Principles of Accounting,MK,r.zuferi
1162,N-BA,UNDERGRADUATE,Promotion,AL,r.zuferi
1162,N-BA,MASTER,Financial Accounting - International and Local Acc,AL,rufi.osmani
1162,N-BA,UNDERGRADUATE,Financial Accounting,AL,rufi.osmani
1162,N-BA,UNDERGRADUATE,Analysis of Financial Reports,AL,rufi.osmani
1162,N-BA,MASTER,Total Quality Management,AL,s.abduli
1162,N-BA,UNDERGRADUATE,Consumer Behavior,AL,s.abduli
1162,N-BA,UNDERGRADUATE,Organizational Behavior,AL,s.abduli
1162,N-BA,UNDERGRADUATE,Organizational Behavior,MK,s.abduli
1162,N-BA,UNDERGRADUATE,Business Mathematics,AL,s.aliji
1162,N-BA,MASTER,Operations Management,EN,s.daut
1162,N-BA,UNDERGRADUATE,Development Management,AL,s.daut
1162,N-CST,UNDERGRADUATE,Management Principles,EN,s.daut
1162,N-CST,MASTER,Selected Advanced Topics in Applications for Stati,AL,s.daut
1162,N-BA,MASTER,Applied Statistics,EN,s.ibraimi
1162,N-BA,MASTER,Applied Statistics,AL,s.ibraimi
1162,N-BA,UNDERGRADUATE,Operational Management,AL,s.ibraimi
1162,LC,UNDERGRADUATE,German Language I,EN,s.jusufi
1162,LC,UNDERGRADUATE,German Language II,EN,s.jusufi
1162,N-TT,UNDERGRADUATE,Contemporary German Language II,EN,s.jusufi
1162,N-LAW,MASTER,Master Thesis,AL,s.memeti
1162,N-LAW,UNDERGRADUATE,Labour and Social Security Law,AL,s.memeti
1162,N-LAW,UNDERGRADUATE,Labour and Social Security Law,MK,s.memeti
1162,N-LAW,UNDERGRADUATE,Civil Law and Property Law,AL,s.memeti
1162,N-TT,MASTER,Intercultural  Communication,AL,s.ordanoski
1162,N-TT,UNDERGRADUATE,Capstone Project and Professional Practice,AL,s.ordanoski
1162,N-BA,PHD,Enterpreneurial Management - Advanced level,AL,s.qirici
1162,N-BA,MASTER,Labor Market,AL,s.qirici
1162,N-TT,UNDERGRADUATE,Media Studies,AL,sefer.tahiri
1162,N-CST,UNDERGRADUATE,Operating Systems,AL,sh.latifi
1162,N-CST,UNDERGRADUATE,Operating Systems,MK,sh.latifi
1162,N-CST,MASTER,Selected Advanced Topics in Applications for Stati,AL,sh.syla
1162,N-BA,UNDERGRADUATE,Operational Management,AL,sh.syla
1162,N-BA,UNDERGRADUATE,Operational Management,MK,sh.syla
1162,N-CST,UNDERGRADUATE,Discrete Structures 1,MK,shpetim.rexhepi
1162,N-CST,UNDERGRADUATE,Discrete Structures,EN,shpetim.rexhepi
1162,N-BA,UNDERGRADUATE,Marketing Management,AL,t.veseli
1162,N-BA,UNDERGRADUATE,Product Design and Management,AL,t.veseli
1162,LC,UNDERGRADUATE,Italian Language Beginners,EN,v.elenova
1162,LC,UNDERGRADUATE,English for specific purposes II  BA ,EN,v.kareva
1162,N-TT,MASTER,Pedagogical Writing,EN,v.kareva
1162,N-PA,MASTER,Qualitative and Quantitative Analysis,AL,v.kreci
1162,N-PA,UNDERGRADUATE,Management of Human Resources in Public Sector,MK,v.kreci
1162,N-PA,UNDERGRADUATE,Quantitative and Qualitative Analyzes in the Publi,MK,v.kreci
1162,N-TT,UNDERGRADUATE,Introduction to Political Sciences,AL,v.kreci
1162,N-TT,UNDERGRADUATE,Negotiations,AL,v.kreci
1162,N-PA,PHD,Review and Approval of the Doctoral Dissertation P,AL,v.latifi
1162,N-TT,UNDERGRADUATE,Introduction to Political Sciences,AL,v.latifi
1162,N-TT,MASTER,International Relations,AL,v.latifi
